address,price,lat,lon
5 Pelham Rd,680000,42.38099,-71.20239
191 Beacon St #3,550000,42.354271,-71.076493
9 App Ct,736500,42.510188,-71.160032
5 Hull Dr,560000,42.470895,-71.008591
8 Leland St #2,720000,42.37924,-71.102892
881 Broadway #34,254000,42.419627,-71.044255
200 Bellevue St,905000,42.278647,-71.150012
244 Pleasant St,1549000,42.406786,-71.162276
635 Old Post Rd #303,600000,42.126599,-71.233313
8 Annabel Ln,705000,42.116825,-71.42782
42 8th St #4102,575000,42.374011,-71.051866
12 Gannon Ter,854777,42.279942,-71.450828
60 Lincoln Rd,1075000,42.120183,-71.150249
6 Highland Ave #2,870000,42.384568,-71.092949
39 Winterberry Way,910000,42.498585,-71.302225
30 Broken Tree Rd,900000,42.168133,-71.400477
5 Overlook Rd,2000000,42.260361,-71.535113
296 E Foster St,730000,42.456435,-71.052302
8 Gleason Rd,690000,42.496077,-71.16851
28 Englewood Rd,565000,42.580187,-70.71333
3 Pratt Cir,1400000,42.046492,-70.762253
20 Carroll St #20,170000,42.146066,-71.50821
117 Taylor St,640000,42.423179,-71.046918
15 Roosevelt St,1,42.42931,-71.447771
98 Malvern St #98,555000,42.452447,-71.058752
135 South St,450000,42.136152,-71.25251
21 Chestnut St #4,457000,42.388677,-71.043546
2 Bushnell Dr,1660000,42.441142,-71.232992
98 Keith St,739000,42.285642,-71.170064
47 Pratts Mill Rd,1300000,42.378852,-71.436281
1323 Ferry St,800000,42.139714,-70.696093
41 Bayswater St,970000,42.385568,-71.005376
56 High St #2,835000,42.376551,-71.063569
5 Smith Way,1450000,42.228375,-70.893526
4 Meadow Ln,875000,42.506432,-70.854727
4 Wilder Rd,1600000,42.222423,-70.883726
684 Central St,1,42.310601,-71.423865
16 Marrigan St,540000,42.410003,-71.134225
99 Sumner St #502,1338000,42.316406,-71.062526
81 Bay View Ave,500000,42.532885,-70.866981
85 E India Row #4H,575000,42.358311,-71.050532
146 Linebrook Rd,600000,42.687475,-70.866475
6 Cape Ann Cir,850000,42.694622,-70.908361
9 6th St,617000,42.454987,-71.051776
124-126 Bayswater St,875000,42.383579,-71.001699
300 Bacon St,320000,42.297928,-71.36365
6 Poplar Ter,35000,42.591611,-71.127907
9 Audubon Rd,35000,42.592326,-71.127691
69 W Lake Dr,538888,42.20441,-70.949999
121 New Estate Rd,175000,42.544826,-71.510782
21 Vine St,700000,42.446702,-71.219679
1721 Washington St #204,754000,42.336989,-71.076499
133 Park St,665000,42.574481,-71.074745
1025 W Central St,475000,42.091341,-71.438104
399 Pleasant St,1075000,42.16431,-71.13256
15 Weybosset St,400000,42.245164,-70.955819
1111 Brook Rd,970000,42.258051,-71.051395
84 Dudley St,1030000,42.420328,-71.097461
41-43 Wiley Rd,600000,42.386538,-71.180098
31 Wood Ave,520000,42.268672,-71.422992
7 William Ave,625000,42.48212,-71.13099
13 Hazelwood Dr,750000,42.177539,-70.895825
9 Fenway Dr,500000,42.314308,-71.419546
75 Paul Gore St #3,790000,42.320172,-71.109362
65 E India Row #11F,1525000,42.357947,-71.050993
45 Commercial Wharf #45,1385000,42.362155,-71.050624
10 Lindbergh Ave,1210000,42.352088,-71.226028
2705 Lewis O Gray Dr #2705,510000,42.467513,-71.040143
36 Warwick Ave,590000,42.405988,-71.225799
17 Governor Andrew Rd,725000,42.254433,-70.896697
90 Greenwood St,1,42.142948,-70.926033
42 Joy St,567000,42.18667,-71.192487
15 Conifer Dr,739000,42.134698,-71.282426
26-A Sheafe St,1,42.429396,-71.042094
20 Dana Rd,475000,42.170904,-70.872856
7 Hawthorne Vlg #B,494000,42.124304,-71.442224
27 Copley St,840000,42.384667,-71.133907
27 Myopia Rd,603500,42.494961,-71.105639
10 Main St #102,116000,42.299244,-71.433964
12 Cottage St,680000,42.499688,-71.059535
435 Liberty St,450000,42.134752,-70.910133
73 Broad Reach #T93C,228000,42.256864,-70.923214
5 Pershing Pl,520000,42.473779,-71.094709
156 Porter St #216,390274,42.371876,-71.033838
19 Leigh Rd,505000,42.614427,-70.89145
63 Westchester Cir,540000,42.227716,-71.152449
63 Westchester Cir,540000,42.227716,-71.152449
668 Adams St #3,510000,42.286859,-71.05451
21 Shawmut Ave,350000,42.215151,-70.926833
22 Indian Brook Ln,930000,42.107226,-70.867119
52 Buckingham Rd,925000,42.249392,-71.074785
45 Blaisdell Dr,888000,42.530945,-71.345606
435 Adams St #2B,700000,42.253447,-71.025029
4 Strout Ave,651000,42.540154,-71.143951
8 Chestnut St #1,525000,42.554675,-70.880701
20 Hargrave Ave,815000,42.209054,-71.463106
28 Wadsworth St,465000,42.231275,-70.957173
16 Hubbardston Rd,1650000,42.310744,-71.052725
6 Logan St #1,610000,42.326643,-71.09085
48 Conant Rd,2650000,42.408145,-71.294835
127 Brown Ave,1100000,42.283288,-71.121435
73 Roy Ave,570000,42.219574,-71.431217
4 Summer St,715000,42.580139,-71.179176
149-B Central Ave #149B,299900,42.388677,-71.028646
59 Mountain Ave,1,42.430072,-71.071354
50 Spencer Ave,1300000,42.39348,-71.113756
16 Mount Vernon St,800000,42.347179,-71.156534
17-19 Mount Vernon St,1200000,42.347042,-71.155927
20-22 Mount Vernon St,1550000,42.346822,-71.155367
98 Muller Rd,970000,42.469162,-71.205574
45 Longwood Ave #206,272500,42.341145,-71.11884
41-43 Phillips St #13,2150000,42.360342,-71.068099
189 Summer St,390000,42.108803,-70.916517
96 Riverside St,1050000,42.362689,-71.180032
20 Beverly St,985000,42.461382,-71.059879
19 Dell St,549900,42.431213,-71.052741
38-40 Coleman Rd,200000,42.417758,-71.167338
10 River St #1,400000,42.55536,-70.923156
98 Clifton St #98,1150000,42.396483,-71.136444
12 Tarbox Ln,1340000,42.579955,-71.047354
15 Hidden Springs Ln,2450000,42.369522,-71.344166
3 Anthony Ave,769000,42.585633,-70.785252
5 S Stone Mill Dr #321,472000,42.245567,-71.151981
142 School St,1215000,42.316174,-71.101028
360 Meridian St #9,701000,42.379217,-71.039345
43 Russell Park,830000,42.253744,-71.003439
1001 Centre St,994700,42.305455,-71.124601
27 Vincent Rd,671100,42.222933,-71.165109
260 Marrett Rd,1550000,42.434336,-71.230323
98-102 Cottage St,660000,42.080141,-71.399524
12 Denver St,2180000,42.453399,-71.247436
51 Lake Shore Ct #2,430000,42.344583,-71.169768
98 Saint Paul St #4,690000,42.340279,-71.117628
50 Follen St #306,627000,42.378762,-71.121075
143-147 Hamilton St #1,1835000,42.359364,-71.107757
1321 Worcester Rd #208,257000,42.296451,-71.45322
24 Adams Ln,1270000,42.373937,-71.347831
205 E St #11S,780000,42.335243,-71.052307
3 Hawthorne Rd,1688800,42.470273,-71.226598
19 Stonebridge Rd,880818,42.337357,-71.376015
139 Overbrook Dr,2248000,42.311724,-71.328062
1505 High St,2060000,42.203674,-71.243239
2 Dix Rd,680000,42.436285,-71.467459
25 Hubbard Rd,1900000,42.332802,-71.279385
45 Beacon St #45,1150000,42.414848,-71.143961
580 Washington St #1510,1475000,42.353823,-71.062232
6 Morgan St,1700000,42.380889,-71.108501
26 Pleasant St,1300000,42.358099,-71.224458
5 Lakeshore Dr,400000,42.055033,-71.491996
80 Broad St #602,1100000,42.357598,-71.052925
35 Village Ln,1300000,42.133006,-70.891002
29 Marlborough St #6,6900000,42.354381,-71.073104
20 Beacon St,660000,42.548372,-71.167599
269 Prospect St,510000,42.124018,-71.091798
115 Turner St,815000,42.266624,-70.951616
94 Pond St,975000,42.45724,-71.155492
18 Greenwood Rd,1200000,42.294074,-71.381333
15 Abbott St,450000,42.520394,-70.91925
5140 Washington St #38,275000,42.262771,-71.155454
60 High St,692000,42.478806,-71.147677
144 Falcon St,830000,42.382039,-71.033289
2 Pine St #3,430000,42.481912,-71.097214
56 Edward St,760000,42.399769,-71.101407
33 Westbourne Ter #4,650000,42.340783,-71.135604
23 Pond St,560000,42.153582,-71.42001
88 Wareham St #405,699000,42.339262,-71.067434
391 N Franklin St,475000,42.165186,-71.006779
15 Godfrey Ln #15,380000,42.153112,-71.532641
984 Webster St,975000,42.274254,-71.230121
203 Pearl St,752000,42.421553,-71.077169
76 Renwick Rd #D,345000,42.474643,-71.065883
32 Sherman St,815000,42.420285,-71.139773
38 Custer St #1,751000,42.307124,-71.117836
48 Priest Ln,1100000,42.475786,-71.522772
137 Ocean Ave W,483000,42.507855,-70.89881
26 Prospect St #2,609000,42.375282,-71.057829
29 Satucket Ave,525000,42.097994,-70.653658
89 Leland Farm Rd #89,473000,42.239363,-71.434284
37 Quincy St,900000,42.382467,-71.100668
3 Oleary Way #88,392000,42.300624,-71.109882
88 Beach St,525000,42.053165,-71.339195
24 Montrose St,525000,42.323894,-71.080251
292 Central Ave,1600000,42.195552,-70.7552
72 E Central St #402,590000,42.081801,-71.393719
17 Payson Rd,1410000,42.300762,-71.142803
13 Goldthwait Rd,3200000,42.489534,-70.861957
714 Lincoln St,725800,42.122626,-71.397975
25 Grove St,1211000,42.422789,-71.137179
19 Stage Fort Ave,430000,42.606422,-70.680477
40 Lunda St,825000,42.377583,-71.255414
10 Christina #10,600000,42.343528,-71.333288
102 Orange St,660000,42.529178,-71.093383
15 Sandpiper Cir,46000,42.571478,-70.955631
86 Hilldale Rd,495000,42.268911,-71.456842
3920 Mystic Valley Pkwy #1012,635000,42.404209,-71.086554
42 Brush Hill Rd,1800000,42.255343,-71.399944
21 Adams St #201,438800,42.421784,-71.076972
382 Ocean Ave #1601,549000,42.411315,-70.991217
18 Pond St #19,479800,42.315,-71.115294
40 Richardson St #40,1030000,42.355358,-71.187861
221 Beacon St #7,1200000,42.381868,-71.110791
36 Overlook Dr,806000,42.168349,-71.17503
32 Barbara Rd,1100000,42.279323,-71.205971
100 Main St #5-4,391000,42.494726,-71.100507
23-25 Clyde St,1350000,42.391273,-71.162053
376 Ocean Ave #203,405000,42.410931,-70.991344
74 Canterbury Hill Rd,1828800,42.518249,-71.400337
196 Follen Rd,1850000,42.429293,-71.214674
135 Seaport Blvd #806,1505250,42.350971,-71.043923
26 Park Rd #1,817000,42.377302,-71.159692
66 Baker St #66,750000,42.392319,-71.160185
33 Highland St,1,42.2743,-71.420459
110 Oak St,1617500,42.305111,-71.300077
48 Village Dr #48,550000,42.236803,-71.018711
284 Mount Auburn St #284,675000,42.3696,-71.172623
1500 Commonwealth Ave #6F,500000,42.339718,-71.159029
166 Pond St,1230000,42.459712,-71.153588
1 Franklin St #1111,1030000,42.356057,-71.059157
14 Clarke Ct,615000,42.106595,-71.193389
147-151 Belmont St,1,42.37565,-71.156456
77 Kings Grant Rd,3700000,42.396167,-71.286852
469 Loring Ave,405000,42.488514,-70.898207
1801 Ocean St #W32,245000,42.092838,-70.701198
790 S River St,699000,42.096703,-70.716908
75 Dunster Dr,1450000,42.451009,-71.530947
1314 Walnut St,1880000,42.317664,-71.202688
285 Harvard St #102,696500,42.369164,-71.104199
40-42 Upham St #1,400000,42.423351,-71.058723
56 Pine Tree Ln,440000,42.072755,-70.830811
60 Rantoul St #216N,320000,42.54436,-70.885099
183 Arthur St,635000,42.283851,-71.403485
315 Neponset St #37,250000,42.19803,-71.18819
315 Neponset St #41,255000,42.19803,-71.18819
88 Wareham St #403,729900,42.339262,-71.067434
7 Young St,1050000,42.450056,-71.206958
133 Seaport Blvd #1217,1580200,42.350971,-71.043923
158 Winthrop Rd #3,2200000,42.337513,-71.134368
98 Myrtle St,530000,42.136324,-70.914554
6 Barberry Rd,1790000,42.418467,-71.239946
51 N Beacon St #51,775000,42.356689,-71.067676
280 Linden St #280,1000000,42.302358,-71.288333
3 Amberwood Dr,1455000,42.44982,-71.172019
280 Linden St #280,1000000,42.302358,-71.288333
10 Rogers St #407,1160000,42.365827,-71.077329
5 Bridgeton Way,2120000,42.25566,-71.553213
133 Commander Shea Blvd #605,278000,42.28254,-71.034783
6 Mulherin Ln,1500000,42.314024,-71.259191
40 Clifton St #21,625000,42.394845,-71.136389
526 Centre St #5,325000,42.317252,-71.113242
11 Ainsworth St #1,675000,42.28806,-71.139609
32 Fifer Ln #32,585000,42.480632,-71.248875
38 Emerson St,950000,42.503485,-71.078342
306 Summer St,900000,42.423564,-71.16826
179 Parsons Ave,732000,42.380676,-71.213468
175 Ward St #35,186000,42.423889,-71.006335
8 Wendall Ave,517525,42.160197,-70.853365
19 Faxon St,1500000,42.364231,-71.199634
53-55 Falmouth St,1150000,42.378433,-71.160311
9 Park Ave #407,310000,42.267991,-70.85339
111 Pleasant St #111,430000,42.168914,-71.039144
19 Estes St,820000,42.676981,-70.83939
93 Freedom Holw #93,450000,42.487334,-70.905366
154 Fay Rd #154,450000,42.267661,-71.437283
12 Myrtle Sq #1,315000,42.618226,-70.669234
20 Smart St,735000,42.398091,-71.249772
180 Washington St,780000,42.207293,-71.193524
12 Simmons Ave,1400000,42.404465,-71.167343
990 Massachusetts Ave #A33,585000,42.419317,-71.167832
108 Decatur St #3,299000,42.414397,-71.137256
11 Old Concord Rd,11500000,42.475896,-71.21075
25 Hearthstone Cir,850000,42.315857,-71.350388
21 Lawrence Rd,2260000,42.303889,-71.307602
6 Essex #6,875000,42.3434,-71.330702
138 Ewald Ave,855000,42.352867,-71.511574
11 Murray Hill Rd,1275000,42.304863,-71.406804
9 Stewart Ter,1500000,42.390427,-71.158913
63 Edwin St,899999,42.289316,-71.061004
24 Wentworth Pl,550000,42.485813,-70.954128
15 Cass St #11,315000,42.276855,-71.164263
45 Highland St,639000,42.147028,-71.152999
164 Walnut St,1175000,42.322033,-71.255734
216 Common St,980000,42.375348,-71.177497
15 Knights Crescent St,310000,42.185378,-71.048271
205 Purchase St,435900,42.169524,-71.529011
4 Commonwealth Ave,800000,42.225615,-71.528717
215 Thomas Burgin Pkwy #A1,449888,42.235017,-71.006708
1004 Pleasant St #15,409000,42.2006,-70.92463
7-9 Goodway Rd #2,755000,42.289519,-71.115698
71 Jordan Rd,2215000,42.343248,-71.132596
1206 Greendale Ave #226,510000,42.268185,-71.205495
1 Universal St #7,260000,42.269803,-71.404282
20 School St #2,500000,42.35905,-71.18898
136 Elliot Ave,545000,42.267224,-71.035375
62 Arnold Rd,1475000,42.313014,-71.287567
118 Bedford Rd,775000,42.481339,-71.173501
113 Fulton St #3,700000,42.362571,-71.052944
47 Tarleton Rd,1660000,42.334062,-71.20278
11 Chandler St,710000,42.429,-71.4526
21 Fay Rd,350000,42.214802,-70.743463
441 Lakeside Ave,1040000,42.341266,-71.572088
1 Neptune Blvd,2250000,42.460781,-70.954612
51 Dalton Rd,1200000,42.380784,-71.160442
128 Albion St #1,635000,42.392272,-71.109135
50-56 Broadlawn Park #416,480000,42.303351,-71.164899
601 Lexington Rd,1195000,42.459369,-71.327286
19 Prentiss Pl #19,620000,42.192802,-71.3093
68 Preston St #2A,315000,42.505784,-71.05939
33 Monroe St,450000,42.430627,-71.025599
54 Jackson Rd,1024000,42.42451,-71.139437
1077 Main St,495000,42.518023,-71.159708
40 Spring St,1005000,42.429529,-71.065293
56 Marion St,620000,42.290342,-71.337321
67 Morris St,642000,42.414268,-71.052552
53 Fowle St,700000,42.474216,-71.143327
42 Puritan Rd #42,1075000,42.396243,-71.086434
3 Water Wheel Ln,1460000,42.466437,-71.035786
17 Orris Pl,870000,42.466896,-71.077791
28 Oak Hill Rd,785000,42.340233,-71.388521
30 Lotus Ave,800000,42.479887,-71.077161
30 Swan St,580000,42.441469,-71.035339
5 Stowecroft Rd,1055000,42.464906,-71.055333
40 Bosson St,785000,42.419619,-70.995381
33 Derby Rd,750000,42.423944,-71.0164
41 Fairview Ave,760000,42.433242,-71.050821
42 Corey St,780000,42.406119,-71.057856
12 Rockwell Ter,700000,42.432929,-71.049417
62 Bates St,830000,42.419332,-70.99854
19 Copeland Rd,550000,42.318044,-71.41008
23 Cot Hill Rd,1290000,42.519751,-71.264848
206 Brook St,475000,42.321127,-71.421278
1074 Main St,1770000,42.376261,-71.25542
21 Wall St #D,455000,42.15347,-71.147807
73 Weatherly Dr #73,560000,42.486336,-70.90967
3 Bennett St #201,572000,42.499013,-71.064664
38 Ivan St,1025000,42.47293,-71.245905
61 Chandler St #1,1675000,42.346834,-71.071811
427 William St,590000,42.489588,-71.111325
61 Potter Pond #61,925000,42.411365,-71.218495
2 Arlington St #2,1525000,42.355227,-71.072403
46 Blomerth St,459774,42.437841,-71.085644
149 Summer St,620000,42.208639,-70.96586
8 Homestead Rd,1925000,42.291529,-71.294825
29 Alden Rd,1440000,42.468999,-70.89523
36 Walnut Hill Dr,2150000,42.176496,-70.762116
105 Franklin Ave #103,530000,42.405621,-70.998139
5 Irving St #3,770000,42.42208,-71.132542
150 2nd St #107,165000,42.273163,-71.402727
1041 Boylston St,2495000,42.324836,-71.158511
221 Mount Auburn St #22A,699000,42.374662,-71.129921
5 Olive St #4,365000,42.349547,-71.160372
33 Regency Dr #33,270000,42.200328,-71.422174
33 Cummings Rd,1,42.336074,-71.211416
269 Cambridge Rd #408,483000,42.461104,-71.170419
21 Beacon St #6R,635000,42.358024,-71.062535
20 Skyline Dr #7,220000,42.233996,-70.981406
35 Willard Cir,752000,42.217959,-71.184215
20 Saint Paul St #1,779400,42.367965,-71.103348
155 Cambridge Tpke,1675000,42.455051,-71.337459
77 Pond Ave #601,950000,42.329826,-71.114913
167 Prince Rogers Way,1151250,42.124955,-70.753263
14 Phillips Ave,570000,42.466815,-70.928301
369 Tappan St #13,510000,42.337714,-71.138437
41 Bradley Ln,1069000,42.431973,-71.491051
47 Douglas Ave,565000,42.430782,-71.444256
135 Broad St #3B3,305000,42.383706,-71.564429
30 Hancock St #1,800000,42.360547,-71.064454
42-44 Edwin St,885000,42.289421,-71.060578
37 University Ave,1,42.511456,-71.217764
84 Wilmington Rd,541000,42.52975,-71.205387
137 Nashaway Rd,760000,42.46039,-71.626518
118 Andrews Rd,750000,42.361274,-71.544275
151 Broad St,560000,42.216985,-70.959694
65 Melvin St,625000,42.498004,-71.060346
91 Wallis Rd,1249000,42.30378,-71.156587
340 Bunker Hill St #3E,1299000,42.381333,-71.067649
21 Myrtle St #21,550000,42.382309,-71.083949
10 Garfield Rd,1340000,42.40308,-71.173568
322 Bunker Hill St #2,1365000,42.381421,-71.06761
25 Meridian St,635000,42.450809,-71.054943
537-539 E 2nd St #301,1200000,42.337194,-71.042164
163 Farm St,500000,42.128395,-71.472931
1401 Wisteria Way #1401,1121250,42.345879,-71.337319
2 Phillips St #4,585000,42.360291,-71.066364
31 Boynton St #1,510000,42.305412,-71.1129
108 Webster Ave,590000,42.091896,-70.65107
24 Sagamore Rd,1000000,42.649371,-70.822863
45 Province St #901,1575000,42.35676,-71.060201
34 Forbes St #2,655000,42.321761,-71.107551
234 Causeway St #718,1000000,42.366526,-71.059296
19 Smith Rd,1850000,42.225843,-70.892201
9 Rockhill St,715000,42.064539,-71.252678
8 Norseman Ave,625000,42.68128,-70.653292
20 Walnut Ave,730000,42.214099,-70.968759
17 Robbins St #1-1,505000,42.365088,-71.24253
17 Robbins St #1-2,505000,42.365088,-71.24253
17 Robbins St #2-1,505000,42.365088,-71.24253
17 Robbins St #2-2,505000,42.365069,-71.242933
17 Robbins St #3-1,505000,42.365069,-71.242933
17 Robbins St #3-2,505000,42.365088,-71.24253
104 Hull St #104,1450000,42.344072,-71.2105
37 W Newton St #1,740000,42.339354,-71.074237
36 Willson St,250000,42.506125,-70.903559
437 D St #2D,700000,42.344138,-71.044597
270 Glen Rd,1050000,42.326126,-71.286637
306 Willow Brook Dr #306,669900,42.323255,-71.341604
109 Charles St,455000,42.212201,-70.935536
122 Marlborough St,6000000,42.353145,-71.077656
974 Main St #28,530000,42.479194,-71.063532
6 Hastings St,2150000,42.31179,-71.245545
28 Spafford Rd,1050000,42.25013,-71.074793
122 Grove St,1,42.476623,-71.23992
28 Russet Hill Rd,935000,42.256061,-71.485991
2 Bonad Rd,1000000,42.257154,-71.081465
16 W Hill Cir,300000,42.527325,-71.12664
154 Lynnway #308,399900,42.459065,-70.940904
138 E Main St,410000,42.149433,-71.506895
16 Elmfield Rd,575000,42.336664,-71.403502
44 Williams St,510000,42.292415,-71.404351
180 Barton Rd,1240000,42.400368,-71.502998
135 Seaport Blvd #1116,1069000,42.350971,-71.043923
3 Fille St,600000,42.687909,-70.906878
1500 Worcester Rd #722,352000,42.293279,-71.461462
17 Cypress Rd,380000,42.084023,-71.326431
9 Hawthorne Pl #12D,875000,42.363479,-71.066446
6 Sunset Rd,2125000,42.297605,-71.247776
38 Greaton Rd,1100000,42.28893,-71.149876
218 Brooks St,966000,42.380549,-71.036099
11 3rd St,603000,42.452848,-71.013285
101 South St,478270876,42.374974,-71.092127
41 Sunset Rd,1053000,42.471612,-71.120789
136 Bowdoin St,600000,42.377499,-70.981628
106 Leach St #3,525000,42.511793,-70.887593
81 Simpson Dr,549900,42.321205,-71.414038
140 Railroad Ave #B409,420000,42.195765,-71.197175
501 Cabot St #8,310000,42.565319,-70.88574
216 S Main St,455000,42.301529,-71.360915
14 Hunnewell St,700000,42.304749,-71.248637
148 Mill St,1025000,42.289268,-71.385458
3920 Mystic Valley Pkwy #1108,513000,42.404209,-71.086554
522-524 Hingham St,644000,42.150857,-70.904003
145 Essex Ave #608,321000,42.614003,-70.686195
49 Windsor Dr #105,192500,42.224347,-71.426673
384 Great Rd #A202,195000,42.513036,-71.424333
3 Bond St,900000,42.528441,-71.115729
778 S Main St,336000,42.082645,-71.474024
96 Hull St,485000,42.250512,-70.848397
62 Maple St #D,570000,42.158257,-71.146673
3 Midfield Dr #3,623000,42.13404,-70.90152
46 Old Bolton Rd,337000,42.409329,-71.556456
87 Nichols St,425000,42.566677,-71.205991
25 Franklin St,1,42.412315,-71.04713
84 Jacob St,1,42.437377,-71.044369
201 Morton St,615000,42.119016,-71.10545
11 Nash Ln,715000,42.192815,-70.953175
120 Messinger St,830000,42.146121,-71.1464
9 Whitman St,1050000,42.287895,-71.077515
8 Cobblers Ln,725000,42.577419,-70.838866
206 Western Ave #D,305000,42.622235,-70.810449
175 Walnut St,645000,42.521547,-71.032261
90-1/2 Spruce St,200000,42.142347,-71.519296
152 Marlboro St,662000,42.37488,-71.55338
39 Howe St,580000,42.688442,-70.902985
8 Charles St,600000,42.245947,-71.429066
34 Deborah Dr,250000,42.542117,-71.120859
124 Porter St,1,42.433686,-71.060917
16 Bleakney Dr,650000,42.235154,-70.947244
358 Bunker Hill St #1,1085000,42.381548,-71.067875
46 Susan Ln,775000,42.05606,-71.478987
302 Boston Post Rd E #B4,223000,42.35231,-71.531035
44 Winona St,530000,42.537638,-70.99606
39 Cushing St,524900,42.126994,-71.107826
616 Boston Post Rd E #21,185000,42.350063,-71.504995
13 Cape Rd,2520000,42.13023,-71.524669
218 Judge Rd,875000,42.504106,-70.992946
319 Asbury St,550000,42.623466,-70.883384
4 Stacia Rd,791000,42.514338,-70.957342
495-497 Ashmont St #1,610000,42.28873,-71.053679
10 Navillus Ter #3,485000,42.309987,-71.06212
200 Revere St #4203,669000,42.157746,-71.15107
15 Ballard St #1,560000,42.307932,-71.117817
14 Westridge Rd #14,665000,42.384165,-71.559751
331 Washington St,1,42.091711,-70.792645
331 Washington St,1,42.091711,-70.792645
22 Bonwood Rd,437500,42.276495,-71.252615
7 Cemetery St,1670000,42.282057,-71.359876
104 Samoset Ave,1,42.284323,-70.872863
227 Central St,1550000,42.452719,-71.399648
28 Sheffield Rd #3,570000,42.290437,-71.13436
60 Thompson St,485500,42.426978,-71.455782
281 Park St,3275000,42.347327,-71.18359
42 Ober St,195000,42.548598,-70.861848
19 Rackliffe St,1735000,42.604023,-70.657957
176 Central St,1050000,42.453049,-71.398089
11 Bynner St #2,725000,42.323253,-71.108967
1 Franklin St #5401,3150000,42.356057,-71.059157
76 Marlboro Rd,1917550,42.481275,-71.180163
24 Evergreen Rd,830000,42.500274,-71.108105
60 Hemlock Dr,950000,42.095862,-70.762238
240 Brigham St,600000,42.327197,-71.548808
8 Glenwood St,825000,42.51243,-71.207459
3 Raymond Ct #307,117500,42.38563,-71.568071
584 Lowell St,400000,42.548616,-70.989066
1004 Paradise Rd #PHK,350000,42.484108,-70.900328
134 Washington St #1,295000,42.504034,-70.850313
63 Fountain St,344422,42.20059,-70.9963
4 Quarry Ter,600000,42.514748,-70.956497
603 E 4th St #2,739000,42.334676,-71.040421
266 Albion St #5,247000,42.497688,-71.079717
35 Whispering Brook Rd #35,485000,42.323232,-71.567278
30 Beacon St #1,490000,42.3881,-71.04165
12 Northway Rd,730000,42.18103,-71.060753
1141 Trapelo Rd,675000,42.411795,-71.238135
65 Washington St #402,283600,42.522885,-70.895938
19 Frontier Dr,1680000,42.180122,-71.259177
18 Victoria Heights Rd #18,320000,42.270139,-71.112615
465-467 Huron Ave #1,1655000,42.380401,-71.142719
4 Liberty Rd,670000,42.098638,-70.682581
55 Tall Oaks Dr #505,319900,42.186937,-70.936403
1346 West St,225000,42.029916,-71.398097
615 Granite St,699900,42.210593,-71.020063
214 Plymouth St,125000,42.15132,-70.997892
44 High St,2650000,42.33005,-71.117996
49 Spencer Rd #12H,163500,42.494771,-71.542035
55 Green St,892000,42.358587,-71.197929
103 Cherry St,383000,42.313862,-71.407428
416 Commonwealth Ave #508,915000,42.348787,-71.090908
26 Cherry St #2,475000,42.367439,-71.241747
54 Bedford Rd,2160000,42.432892,-71.300588
27 Harmony Hl,500000,42.230743,-71.159464
29-31 Parkland Ave,675000,42.484416,-70.961465
13 Botolph St,1100000,42.470771,-71.075962
36 Bellevue St #1,430000,42.310063,-71.067994
44 Fairview Ave,1320000,42.273412,-71.36658
11 Furness St,225000,42.412532,-71.020941
5 Kotlik St,545000,42.11981,-71.120098
43 Charme Ave,700000,42.286465,-71.115468
37 Boynton St #1,549000,42.305321,-71.11273
4 Crawford St #8,575000,42.371278,-71.107052
5 Forest St,1,42.604757,-71.058147
48 South St,875000,42.044742,-71.432105
181 Sycamore St,740000,42.286896,-71.122297
20 Harnden St,575000,42.563691,-71.183759
102 Liberty St,448000,42.340831,-71.552579
73 Preston Ter,595000,42.140208,-70.697776
83 Emerson St,427000,42.335898,-71.041219
11 Blake Rd,1710000,42.464255,-71.233521
280 South St,1380000,42.160618,-71.300265
298 Commercial St #24,300000,42.221098,-70.978607
290 Pleasant St #216,525000,42.368216,-71.196831
81 Francis St,359000,42.349507,-71.545159
22 Wingate Rd,1070000,42.418384,-71.250742
280 Boylston St #907,429000,42.319312,-71.179044
50 Garfield Rd,2075000,42.43312,-71.371533
87 Westminster Dr #87,402500,42.349517,-71.513968
141 Grew Ave #II4,500000,42.275046,-71.12173
237 Commonwealth Ave,1660000,42.461871,-71.39756
18 Carp Rd,585000,42.152617,-71.481448
48 Bradlee Ave,1555629,42.47753,-70.887887
29 Bay Ave E,555000,42.291329,-70.881483
23 Goethe St #2,450000,42.257058,-71.158962
23 Selfridge Rd,968000,42.486727,-71.298051
470 Nahatan St,450000,42.20326,-71.20753
119 Carroll Ave,605000,42.222318,-71.179241
135 Pleasant St #203,750000,42.347143,-71.118212
311 Allston St #16,287500,42.343982,-71.141043
45 Damon Ave,610000,42.164716,-71.002993
25 Albamont Rd,1305000,42.450109,-71.158514
3 Goodwin Pl #3,515000,42.359719,-71.069062
260 Winn St #D,780000,42.510313,-71.198075
28 Sewell St,740000,42.296993,-71.40811
102 Davis Rd #102,1005000,42.496976,-71.409994
14 Anderson Way #14,460000,42.435432,-71.026921
46 Washington Ave,738000,42.501857,-71.21706
93 Taylor St,550000,42.423303,-71.046222
171 Swanton St #24,773000,42.461262,-71.13816
190 Edge Hill Rd,1802800,42.147665,-71.17966
376 Ferry St,920000,42.421495,-71.058546
200 Falls Blvd #B208,385000,42.238315,-70.98576
9 Cardington St,725000,42.317178,-71.094086
38 Union St,820000,42.481251,-71.148704
